location_id,location_address,rate,reviewAvg,totalReview,serviceFee,occupancyTax
726,"717 Skylar Freeway, South Ricofort, South Carolina",58,0.18,302,7,7
727,"153 Rozella Port, Kentonchester, Florida",23,1.74,410,8,4
728,"84062 Flatley Crossroad, New Modestabury, Indiana",23,1.68,175,7,4
729,"9852 Cartwright Dam, West Elyse, Arkansas",29,1.77,77,6,7
730,"33829 Streich Corners, Sallytown, Massachusetts",27,3.87,409,7,5
731,"93045 Cronin Knoll, Reedbury, New Hampshire",99,1.08,404,7,4
732,"0190 Schaefer Stream, Altenwerthland, Massachusetts",21,2.07,54,8,5
733,"6834 Lind Spring, New Jaydon, Florida",32,1.72,52,5,2
734,"2348 Madisen Flats, Laneton, Mississippi",62,1.26,432,9,3
735,"03301 Deckow Corner, Josiannefurt, Iowa",53,4.73,277,6,1
736,"3252 Farrell Club, Port Cale, Louisiana",64,3.09,190,9,7
737,"62140 Stanton Rest, Magdalenfurt, Tennessee",92,3.37,203,7,5
738,"949 Nikolaus Unions, New Deron, New Mexico",81,4.59,250,7,5
739,"926 Raymundo Roads, Ernserfurt, Connecticut",37,3.29,475,5,6
740,"971 Hilpert Forest, South Daphneymouth, North Dakota",24,0.29,180,5,2
741,"69448 Xavier Spurs, New Darien, Michigan",67,2.53,278,8,5
742,"625 Dakota Wells, O'Konview, Oregon",94,2.15,159,8,1
743,"463 Reichel Corner, Dibbertfurt, Pennsylvania",53,1.29,346,5,2
744,"296 Lacey Shoal, New Shannonside, Arizona",86,1.53,347,8,4
745,"4084 Antonina Stream, Shanahantown, Iowa",80,4.15,119,6,1
746,"166 Wilfred Locks, New Sallytown, Texas",84,4.66,308,7,1
747,"7510 Dennis Light, Zakarytown, Alabama",24,0.40,297,5,5
748,"82329 Champlin Valley, Lonnyville, Michigan",63,2.67,394,5,5
749,"6483 Hills Mountains, Lake Namechester, North Dakota",50,0.37,249,7,2
750,"36380 Mann Centers, Lake Adan, Mississippi",46,4.76,99,6,5
751,"504 Walker Harbors, East Tyresefort, Minnesota",92,3.35,135,8,7
752,"6285 Waters Viaduct, South Marilouton, Utah",70,0.04,78,8,5
753,"698 Aufderhar Grove, Ernsermouth, North Carolina",25,0.75,304,9,7
754,"3282 Greenfelder Oval, North Maxineside, Colorado",77,4.46,270,9,6
755,"433 Reymundo Islands, Veumview, Connecticut",53,4.22,336,5,4
756,"13176 Sydni Alley, Wilfridland, North Carolina",91,2.10,245,6,4
757,"757 Luis Harbors, Lindton, Maryland",68,2.21,219,6,1
758,"466 Ritchie Brook, Tillmanmouth, Oregon",99,0.01,347,5,7
759,"17826 Lelah Ramp, Lake Othoborough, Georgia",32,1.99,437,7,4
760,"51293 Carmela Turnpike, South Elyssaside, Illinois",50,0.41,301,7,6
761,"850 Rosenbaum Field, Port Carlie, Louisiana",78,3.03,401,5,3
762,"842 Al Summit, Welchmouth, South Dakota",54,1.78,498,8,1
763,"153 Heaney Gateway, North Jaleelville, Kansas",34,1.77,152,6,3
764,"307 Goldner Roads, Port Breanaberg, Idaho",42,3.86,240,8,6
765,"202 Leffler Cliffs, Tiannastad, North Dakota",54,1.53,453,9,2
766,"337 McDermott Crossroad, North Carolannehaven, Utah",47,4.94,140,6,2
767,"769 Mraz Island, Lake Destinyshire, Arkansas",30,1.63,494,7,4
768,"062 Major Turnpike, New Alyssonfurt, Arkansas",71,3.78,126,6,5
769,"49745 Ruthe Flat, Kihnshire, Hawaii",57,1.74,107,6,6
770,"1050 Jadyn Passage, North Nya, Rhode Island",65,4.50,258,5,4
771,"616 Cruz Passage, Port Jaylantown, Florida",87,0.96,305,5,4
772,"071 Satterfield Cliffs, South Carey, Utah",70,0.74,316,9,6
773,"71585 Lebsack Forge, Port Thomas, Kansas",69,4.43,308,9,7
774,"5227 Gabe Inlet, Rebafort, Tennessee",21,4.22,256,9,2
775,"2211 Melvina Villages, Lillianfort, Arizona",70,1.18,215,6,6
776,"429 King Lodge, New Darian, Washington",23,0.94,311,5,1
777,"7883 Lisa Dam, Makaylaville, Virginia",83,0.75,359,8,2
778,"8523 Celestine Trail, Ornfurt, Hawaii",61,0.21,476,5,1
779,"777 Mueller Garden, Jastfurt, Washington",87,2.80,129,9,5
780,"91943 Barton Islands, Port Ona, New Hampshire",75,2.05,52,7,4
781,"907 Rigoberto Stravenue, Armstrongbury, Idaho",29,0.18,237,9,7
782,"1830 Ferry Plains, Bobbietown, Idaho",74,3.83,392,5,6
783,"7451 Schultz Station, Juanaport, Iowa",66,4.55,454,7,2
784,"250 Miller Land, Lake Ottilie, New Hampshire",85,2.75,284,6,2
785,"22416 Easton Crest, Spencerfort, Minnesota",69,3.38,331,9,3
786,"18771 Nader Harbors, West Delilah, Vermont",77,0.95,453,5,3
787,"995 Buckridge Ports, South Francisco, Nevada",66,1.09,76,7,7
788,"554 Abbott Spring, Vallieton, Kentucky",99,3.91,386,8,4
789,"44783 Dorothy Shore, Port Tiffany, Georgia",28,0.15,452,9,7
790,"790 Rippin Views, Lake Eddiemouth, Kentucky",84,1.31,338,9,3
791,"354 Kreiger Bypass, West Luigiport, Missouri",92,4.63,85,6,5
792,"53845 Kenton Plaza, Lake Tillman, West Virginia",73,4.08,307,8,2
793,"98371 Lowe Loaf, West Remingtonbury, Maryland",27,2.41,225,8,5
794,"193 Will Orchard, Brekkestad, Iowa",57,4.26,103,7,3
795,"708 Yundt Ridges, New Modestoland, North Carolina",74,1.47,423,8,4
796,"6876 Aylin Rest, South Evangeline, Tennessee",58,1.31,424,8,5
797,"29211 Henri Fork, Port Gwendolynstad, Texas",84,2.73,111,7,4
798,"1811 Rodrigo Mountain, Thomasport, South Carolina",50,3.45,157,9,2
799,"842 Lubowitz Unions, Kelliburgh, Oregon",61,2.81,426,6,2
800,"916 Halle Stravenue, South Willland, West Virginia",60,4.84,224,8,4
801,"488 Larson Street, Dylanview, Michigan",49,2.71,76,9,4
802,"897 Aubrey Camp, Lake Svenmouth, Kansas",56,1.20,268,7,7
803,"605 Rickie Stream, South Katlynbury, Pennsylvania",24,3.53,453,8,7
804,"33345 Angelica Street, Littleshire, Montana",28,0.53,487,6,6
805,"63663 Millie Throughway, South Desireetown, South Carolina",75,1.33,476,8,5
806,"9149 Cesar Stream, Lake Daphnee, Nevada",58,2.17,66,8,3
807,"728 Price Crossroad, East Idella, South Dakota",83,0.15,492,9,2
808,"9827 Mante Mountains, Port Marisa, South Dakota",95,4.13,62,9,5
809,"58039 Adriel Shoal, North Marielahaven, South Carolina",24,0.76,426,9,4
810,"351 Maryse Unions, Wunschville, South Dakota",89,3.78,377,5,6
811,"27028 Lueilwitz Freeway, West Ronaldo, North Carolina",88,3.93,184,5,5
812,"572 Abel Hills, Adamsberg, Indiana",28,4.61,90,8,2
813,"89730 Nitzsche Stravenue, South Fletaport, Tennessee",70,2.75,160,6,2
814,"363 Lina Vista, East Tonyville, Kansas",98,1.94,157,6,5
815,"615 Collin Falls, Port Laceyfurt, Louisiana",30,3.74,454,7,6
816,"86897 Reinger Isle, Willistown, Vermont",78,1.13,161,7,4
817,"24561 Daugherty Lock, Port Mikaylaland, New York",58,1.75,424,7,3
818,"387 Emard Forges, Lake Austynmouth, Mississippi",98,0.36,382,6,6
819,"5144 Hickle Crescent, Yostview, Tennessee",87,3.71,170,6,3
820,"19248 Upton Ramp, New Florida, New Jersey",77,3.94,265,7,3
821,"2464 Olin Loop, Holliefort, Alabama",74,0.40,226,8,6
822,"583 Vallie Drive, Port Modesto, Hawaii",26,3.23,400,7,7
823,"086 Rita Turnpike, West Kaleb, Wyoming",89,2.76,79,5,1
824,"51471 Tre Corner, Ziemannview, South Dakota",39,1.78,426,9,1
825,"888 Harvey Isle, Port Quintonview, Arizona",68,0.32,381,6,7
826,"7052 O'Hara River, Lake Brauliobury, Missouri",52,1.05,285,7,5
827,"30438 Spencer Mission, Hoegerview, Washington",28,1.01,148,5,2
828,"3958 Waelchi Mills, Elwynfort, New Hampshire",37,3.31,422,7,4
829,"431 Murray Creek, Loyalfort, Hawaii",69,1.09,143,5,1
830,"60882 Brown Coves, Aryannaburgh, Nevada",64,0.23,81,7,2
831,"108 Imani Cape, Lake Karineport, Arizona",24,3.41,435,8,1
832,"0861 Emard Street, North Wanda, Washington",46,3.99,57,6,7
833,"3560 Macejkovic Row, Olgaport, Colorado",28,4.98,286,5,4
834,"471 Eichmann Square, Lake Rosemary, South Dakota",25,4.26,497,5,6
835,"0734 Cronin Summit, Eldonberg, Wyoming",80,1.44,283,6,7
836,"111 Johnston Station, Bednarchester, Kansas",20,4.52,241,6,4
837,"4176 Maria Junction, New Willie, Massachusetts",43,3.15,268,9,4
838,"5775 Spencer Corners, Earlside, Connecticut",58,0.54,170,6,4
839,"2747 Senger Passage, Stehrview, Maryland",54,2.25,269,8,2
840,"3598 Hudson Falls, Lornaland, Nebraska",74,4.20,241,7,7
841,"4148 Adrianna Rue, East Valentina, Wyoming",90,5.00,72,8,2
842,"19789 Zieme Passage, Lake Katelin, Kentucky",85,2.24,108,8,1
843,"66396 Koss Plain, East Sidland, South Dakota",24,0.68,187,8,1
844,"140 Dicki Divide, Olsonchester, Oklahoma",26,4.34,266,5,6
845,"78142 Misael Burgs, Margaretville, Massachusetts",93,1.05,262,6,5
846,"81872 Raphael Glen, North Lilyanton, Alaska",81,4.44,450,8,1
847,"8884 Rosa Plaza, Manuelmouth, Kansas",94,4.35,345,8,4
848,"00345 Stiedemann Skyway, Koeppburgh, California",90,2.18,283,6,4
849,"194 Gudrun Valley, DuBuquechester, Iowa",83,0.16,102,7,6
850,"79119 Shea Points, West Arielleton, Utah",81,3.40,194,5,2
851,"63502 Melody Summit, South Bobbieshire, Massachusetts",79,4.81,169,5,4
852,"2583 Javier Trail, West Darrionland, Washington",96,1.38,381,5,7
853,"942 Rowe Mountain, Oscarside, New York",99,0.04,299,9,4
854,"584 Esteban Brook, Kenport, Utah",91,0.97,275,8,4
855,"194 Dustin Cliff, West Brennaport, West Virginia",30,3.12,220,7,7
856,"0975 Misty Keys, South Nat, Minnesota",65,4.23,123,7,5
857,"284 Schroeder Square, Kertzmanntown, Delaware",47,4.86,147,9,6
858,"5580 Strosin Village, Laurystad, Wyoming",23,1.99,141,8,4
859,"0213 Antwan Mountains, West Ginahaven, South Carolina",23,1.90,126,7,1
860,"2033 Kenton Lights, East Timmothyfort, Missouri",28,1.41,486,6,6
861,"3981 Muller Lodge, South Nikolas, Indiana",79,2.80,108,7,5
862,"6076 Lehner Knoll, South Kassandramouth, Hawaii",88,1.59,483,5,4
863,"2351 Kshlerin Points, North Bert, Vermont",44,1.91,458,8,5
864,"904 Ritchie Cape, Amyland, West Virginia",67,4.48,249,8,2
865,"7909 Abbie Orchard, Priceberg, Colorado",69,1.66,489,7,4
866,"655 Hills Gateway, Lesleyfort, Illinois",49,0.56,478,9,3
867,"633 Jane Keys, Port Renee, Rhode Island",58,3.60,150,8,7
868,"2079 Blanda Bridge, Breannafort, Delaware",72,3.51,289,5,5
869,"756 Balistreri Locks, South Jackburgh, South Dakota",32,3.54,467,8,7
870,"796 Kennith Plaza, Lake Erickamouth, Connecticut",46,3.91,355,9,5
871,"7509 Kihn Row, Everetteberg, South Dakota",66,3.40,431,6,6
872,"26711 Rosenbaum Via, Hyattborough, Illinois",83,4.59,463,7,1
873,"543 Schamberger Lakes, Kosston, Tennessee",64,4.01,377,7,1
874,"956 Wyman Vista, New Kristinaland, Utah",88,3.89,485,5,4
875,"347 Willa Mountains, Rohantown, New York",49,0.21,346,6,3
876,"437 Treutel Ways, Fayville, Missouri",82,0.51,479,5,1
877,"7961 Emmet Villages, Beahanstad, New Mexico",86,0.25,433,9,7
878,"653 Ernser Cape, Babyside, Minnesota",44,3.12,78,5,3
879,"3886 Collier Common, East Johannafurt, Arizona",66,2.25,392,8,6
880,"0095 Kshlerin Row, Harveyside, Colorado",82,3.95,476,7,7
881,"64214 Baumbach Union, Maxshire, Kansas",75,2.48,224,9,5
882,"350 Kirlin Mission, Nikolausburgh, Wyoming",73,0.75,296,7,7
883,"887 Dee Burgs, West Arden, Illinois",28,1.54,399,6,4
884,"8443 Alize Mission, Port Pabloland, Oregon",51,2.77,238,9,4
885,"0481 Rosenbaum Orchard, Uriahport, Hawaii",78,1.12,194,7,1
886,"29797 Terrill Mountains, Favianton, Hawaii",98,2.80,86,8,1
887,"2828 Schmeler Loaf, East Oda, North Dakota",52,2.73,139,7,2
888,"6676 Kattie Islands, East Medaview, Georgia",22,3.81,409,6,6
889,"67171 Conroy Hill, Lolitamouth, Nevada",33,3.69,483,7,7
890,"235 Weissnat Corners, East Shayleeport, Nevada",77,3.80,95,7,2
891,"79667 DuBuque Orchard, Lake Grayson, Nebraska",75,0.39,67,8,3
892,"1674 Bahringer Mountain, Kirlinfurt, Colorado",61,0.21,482,9,7
893,"9538 Ova Square, Lake Enriquebury, Oregon",68,3.03,370,8,5
894,"6177 McKenzie Mews, Eulahville, Iowa",42,0.66,449,8,7
895,"00243 Tavares Flat, Arielletown, Maine",88,4.11,248,7,3
896,"543 Benton Squares, East Jamison, Texas",44,2.84,65,5,1
897,"5470 Smitham Lodge, Jordyshire, Florida",89,2.73,362,5,6
898,"001 Ankunding Valley, Lake Clairside, Pennsylvania",96,3.68,373,8,5
899,"89472 Wisoky Club, Lake Adityafurt, Oklahoma",42,0.49,341,9,6
900,"53270 Cloyd Manor, East Malcolmmouth, Texas",61,3.95,210,9,4
901,"63667 Aidan Extension, East Raymond, New Jersey",49,2.46,429,6,1
902,"0647 Nienow Lodge, Riceburgh, Missouri",32,1.69,381,8,5
903,"14419 Towne Ranch, Kirlinburgh, Minnesota",60,4.85,277,9,4
904,"650 Guillermo Forges, South Citlalliview, Maine",89,3.55,436,8,4
905,"1882 Haag Keys, Murazikview, Missouri",44,4.29,269,7,6
906,"64339 Waelchi Brooks, Rippinborough, Hawaii",65,4.09,389,9,1
907,"9903 Hamill Circle, Port Lillie, South Carolina",61,1.90,240,9,7
908,"2815 Wolff Ways, East Kayley, South Carolina",22,2.75,311,7,7
909,"9109 Precious Lock, Mohrport, Nevada",98,4.71,451,6,4
910,"9583 William Keys, East Emelia, Texas",50,2.03,315,7,5
911,"711 O'Connell Stravenue, Lake Leannaton, Kansas",54,4.83,304,6,6
912,"07461 Lemke Freeway, Pearlinefort, Illinois",53,1.87,179,5,1
913,"2601 Catalina Cove, Earlineside, Michigan",37,1.78,483,6,3
914,"80219 Welch Lodge, New Brendonfurt, Washington",33,1.45,50,7,3
915,"4997 Casper Courts, Magdalenstad, Colorado",77,1.11,353,8,6
916,"9726 Rempel Meadow, New Isabellashire, Tennessee",63,2.93,283,9,5
917,"56082 West Road, West Mitchel, North Dakota",39,2.48,331,7,2
918,"061 Glover Causeway, Wehnerfurt, Hawaii",77,4.37,181,6,5
919,"83342 Isabell Plains, Lake Rosellamouth, South Dakota",36,4.66,62,9,1
920,"4830 Bahringer Course, Melynaland, Colorado",31,2.31,274,6,7
921,"858 Tromp Corner, Lenoraview, Arizona",88,1.29,176,8,4
922,"5609 Kutch Branch, South Clint, New Jersey",34,3.88,125,5,5
923,"17445 Harris Knolls, New Mallory, Illinois",62,2.05,332,8,7
924,"967 Angel Island, South Anthonyport, Texas",84,4.46,394,6,6
925,"62346 Sporer Tunnel, South Jaylin, Tennessee",22,1.81,491,9,6
926,"74929 Friesen Road, Dooleyland, New Mexico",82,0.18,372,7,7
927,"749 Bianka Wall, East Erwinberg, South Carolina",23,4.50,220,9,6
928,"09485 Skiles Unions, Gabrielhaven, Oklahoma",64,1.16,55,7,7
929,"71587 Schmeler Neck, Maureenmouth, Hawaii",49,2.09,250,9,5
930,"623 Georgiana Street, New Richard, Wisconsin",56,2.89,252,7,6
931,"7020 Daniel Meadows, South Lavonburgh, Florida",82,1.31,395,6,7
932,"6532 Linnie Terrace, Alessandroton, Florida",75,4.10,357,6,3
933,"3906 Alva Causeway, South Amparo, North Dakota",89,4.16,163,6,7
934,"66227 Gilbert Glens, Casperchester, Kansas",98,2.91,106,8,5
935,"5743 Reynolds Club, Feltonton, Oregon",38,3.29,472,9,3
936,"794 Nat Circles, Lake Golden, Massachusetts",41,0.74,337,9,7
937,"4465 Jamal Ports, North Friedrichhaven, North Carolina",62,4.98,114,9,5
938,"1629 Maryjane Terrace, New Jacemouth, Utah",40,0.79,470,9,5
939,"768 Savanna Port, North Blancheborough, Iowa",39,1.75,471,9,3
940,"9013 Nina Passage, North Claire, Oklahoma",86,2.20,398,5,1
941,"32521 Morissette Walks, Kiramouth, Oregon",64,3.78,358,6,5
942,"813 Garrison Skyway, Jaydemouth, Washington",69,1.45,447,6,4
943,"686 Satterfield Hill, North Mabelle, Tennessee",71,0.50,494,7,6
944,"71873 Angelita Way, Bechtelarborough, Iowa",70,3.91,166,5,1
945,"619 Alena Field, Genesisstad, Washington",57,0.45,84,5,6
946,"2857 Hammes Plains, Strosinview, New Jersey",34,4.55,314,9,1
947,"69708 Gussie View, O'Reillyton, Arkansas",81,2.07,485,8,2
948,"441 Ondricka Knolls, Port Gerda, Hawaii",31,4.39,310,6,1
949,"3039 Schmitt Road, Port Tracy, Georgia",59,2.52,222,8,1
950,"560 Kuhlman Dam, Christyton, Indiana",49,0.19,204,5,5
951,"15475 Morgan Circles, South Jermeytown, Montana",85,3.69,438,5,3
952,"934 Fisher Corners, South Sydnimouth, Minnesota",46,4.39,268,5,3
953,"769 Durgan Groves, South Gaston, Wyoming",84,4.86,336,5,3
954,"1677 Mabelle Route, Johnsberg, Washington",26,2.43,336,6,4
955,"1933 Casper Lodge, Gulgowskiland, New Jersey",69,4.49,121,5,7
956,"921 Adolph Union, Kolbymouth, North Carolina",83,2.44,180,7,3
957,"95110 Simonis Well, East Jessy, Florida",40,4.75,472,5,3
958,"5042 Cleo Light, South Ramona, Georgia",25,2.88,108,5,6
959,"4610 Jerde Oval, North Ednafurt, Arkansas",97,4.75,192,5,1
960,"8053 Waters Summit, West Carrollland, Vermont",81,1.02,215,8,2
961,"1725 Violette Courts, West Mattieside, Tennessee",37,0.21,480,9,4
962,"8376 Destiny Rapids, Sallyburgh, New Hampshire",30,4.79,131,8,4
963,"040 Runolfsson Vista, Lake Tracey, North Carolina",47,4.32,477,8,3
964,"0414 Cynthia Forge, Boehmstad, West Virginia",26,0.49,66,9,6
965,"0905 O'Hara Vista, Port Louveniastad, North Dakota",94,2.55,420,9,1
966,"503 Stracke Parks, Haleighberg, Oregon",79,3.83,66,8,4
967,"8710 Weimann Ville, North Abigayleborough, Oklahoma",20,4.09,462,6,2
968,"3904 Katelyn Court, Tristinport, New Mexico",70,3.27,211,6,7
969,"7258 Cremin Squares, Port Deontebury, Tennessee",62,0.57,421,5,1
970,"651 Klein Walks, North Maureenshire, Ohio",60,4.73,357,9,7
971,"945 Gutmann Rue, North Seanville, Oregon",29,2.36,280,9,3
972,"8693 Sandra Manor, East Yeseniachester, Vermont",62,4.86,426,9,3
973,"90482 Mayert Causeway, Port Ardith, South Dakota",25,2.72,168,8,3
974,"86771 Marielle Street, Harrisstad, Alaska",38,1.79,50,7,1
975,"8021 Johnston Center, Gloverville, Idaho",59,4.02,371,6,3
976,"2196 Crist Causeway, Sipesfurt, West Virginia",25,4.15,367,5,3
977,"642 Jedediah Union, Bergnaummouth, Colorado",82,1.57,116,5,7
978,"9702 Floyd Road, Shaniaton, Ohio",90,4.72,343,6,4
979,"7324 Derek Extensions, Schinnermouth, Idaho",36,3.62,129,6,4
980,"056 Bruen Burg, Yadirachester, Idaho",97,0.79,159,7,5
981,"9810 Gust Mews, New Myamouth, Illinois",63,1.59,192,6,2
982,"910 Bartell Courts, Bahringerberg, Iowa",79,4.90,227,5,1
983,"4044 Boyle Grove, West Tyson, Nevada",74,0.15,462,8,4
984,"37727 Gaylord Knoll, Leoneside, Kansas",93,2.51,389,6,7
985,"39319 Sonya Estates, North Granville, Oregon",36,2.50,319,7,4
986,"750 Nitzsche Fords, Port Steve, Florida",91,1.18,396,8,1
987,"841 Greenfelder Plain, South Ivy, Connecticut",71,4.80,327,8,3
988,"010 Humberto Crescent, North Zita, Oklahoma",69,1.77,374,6,5
989,"7631 Zulauf Trafficway, New Emerson, Washington",86,4.06,197,8,1
990,"0546 Nolan Radial, Kristianland, New York",51,3.44,315,8,7
991,"027 Senger Rue, Nikoburgh, Massachusetts",52,3.02,379,5,4
992,"924 MacGyver Trafficway, Bergnaumshire, Washington",86,2.85,490,5,7
993,"08564 Morton Forge, Port Carlibury, Tennessee",73,1.84,206,9,5
994,"863 Huels Parkways, Annalisefurt, Utah",69,4.14,259,5,5
995,"393 West Ranch, Greenfeldermouth, Florida",78,2.21,401,8,1
996,"510 Ena Loop, Goyetteburgh, Massachusetts",66,3.37,406,8,4
997,"041 Quitzon Valley, Hellermouth, Utah",31,4.81,144,9,4
998,"70232 Andreane Mountain, Sammyberg, Louisiana",72,0.38,240,9,7
999,"68558 Brooks Estate, Kossport, South Dakota",42,4.77,85,7,1
